-2.356194496154785156e+00,7.009999752044677734e-01
-2.351831173013757770e+00,6.990000009536743164e-01
-2.347467849872730383e+00,6.830000281333923340e-01
-2.343104526731702997e+00,6.830000281333923340e-01
-2.338741203590675610e+00,6.830000281333923340e-01
-2.334377880449648224e+00,6.869999766349792480e-01
-2.330014557308620837e+00,6.869999766349792480e-01
-2.325651234167593451e+00,6.869999766349792480e-01
-2.321287911026566064e+00,6.629999876022338867e-01
-2.316924587885538678e+00,7.599999904632568359e-01
-2.312561264744511291e+00,7.699999809265136719e-01
-2.308197941603483905e+00,7.699999809265136719e-01
-2.303834618462456518e+00,3.790000081062316895e-01
-2.299471295321429132e+00,3.610000014305114746e-01
-2.295107972180401745e+00,3.610000014305114746e-01
-2.290744649039374359e+00,3.549999892711639404e-01
-2.286381325898346972e+00,3.549999892711639404e-01
-2.282018002757319586e+00,3.549999892711639404e-01
-2.277654679616292199e+00,3.600000143051147461e-01
-2.273291356475264813e+00,3.639999926090240479e-01
-2.268928033334237426e+00,3.639999926090240479e-01
-2.264564710193210040e+00,3.610000014305114746e-01
-2.260201387052182653e+00,3.610000014305114746e-01
-2.255838063911155267e+00,3.589999973773956299e-01
-2.251474740770127880e+00,3.610000014305114746e-01
-2.247111417629100494e+00,3.610000014305114746e-01
-2.242748094488073107e+00,3.610000014305114746e-01
-2.238384771347045721e+00,3.610000014305114746e-01
-2.234021448206018334e+00,3.589999973773956299e-01
-2.229658125064990948e+00,3.589999973773956299e-01
-2.225294801923963561e+00,3.589999973773956299e-01
-2.220931478782936175e+00,3.619999885559082031e-01
-2.216568155641908788e+00,3.689999878406524658e-01
-2.212204832500881402e+00,3.700000047683715820e-01
-2.207841509359854015e+00,3.689999878406524658e-01
-2.203478186218827073e+00,3.700000047683715820e-01
-2.199114863077799686e+00,3.740000128746032715e-01
-2.194751539936772300e+00,3.740000128746032715e-01
-2.190388216795744913e+00,3.709999918937683105e-01
-2.186024893654717527e+00,3.700000047683715820e-01
-2.181661570513690140e+00,3.709999918937683105e-01
-2.177298247372662754e+00,3.630000054836273193e-01
-2.172934924231635367e+00,3.610000014305114746e-01
-2.168571601090607981e+00,3.610000014305114746e-01
-2.164208277949580594e+00,3.370000123977661133e-01
-2.159844954808553208e+00,5.509999990463256836e-01
-2.155481631667525821e+00,5.370000004768371582e-01
-2.151118308526498435e+00,5.370000004768371582e-01
-2.146754985385471048e+00,5.299999713897705078e-01
-2.142391662244443662e+00,5.299999713897705078e-01
-2.138028339103416275e+00,5.479999780654907227e-01
-2.133665015962388889e+00,5.600000023841857910e-01
-2.129301692821361502e+00,5.640000104904174805e-01
-2.124938369680334116e+00,5.640000104904174805e-01
-2.120575046539306729e+00,5.799999833106994629e-01
-2.116211723398279343e+00,2.870000004768371582e-01
-2.111848400257251956e+00,5.749999880790710449e-01
-2.107485077116224570e+00,5.680000185966491699e-01
-2.103121753975197183e+00,5.699999928474426270e-01
-2.098758430834169797e+00,5.699999928474426270e-01
-2.094395107693142410e+00,5.699999928474426270e-01
-2.090031784552115024e+00,5.820000171661376953e-01
-2.085668461411087637e+00,3.549999892711639404e-01
-2.081305138270060251e+00,3.549999892711639404e-01
-2.076941815129032864e+00,3.549999892711639404e-01
-2.072578491988005478e+00,3.560000061988830566e-01
-2.068215168846978091e+00,3.560000061988830566e-01
-2.063851845705950705e+00,3.569999933242797852e-01
-2.059488522564923318e+00,3.639999926090240479e-01
-2.055125199423895932e+00,3.639999926090240479e-01
-2.050761876282868545e+00,3.619999885559082031e-01
-2.046398553141841159e+00,3.499999940395355225e-01
-2.042035230000813772e+00,3.510000109672546387e-01
-2.037671906859786386e+00,3.510000109672546387e-01
-2.033308583718758999e+00,3.529999852180480957e-01
-2.028945260577731613e+00,3.580000102519989014e-01
-2.024581937436704226e+00,3.580000102519989014e-01
-2.020218614295676840e+00,3.580000102519989014e-01
-2.015855291154649453e+00,3.680000007152557373e-01
-2.011491968013622067e+00,3.619999885559082031e-01
-2.007128644872594680e+00,3.650000095367431641e-01
-2.002765321731567294e+00,3.619999885559082031e-01
-1.998401998590539907e+00,3.650000095367431641e-01
-1.994038675449512521e+00,3.619999885559082031e-01
-1.989675352308485135e+00,3.650000095367431641e-01
-1.985312029167457970e+00,7.319999933242797852e-01
-1.980948706026430584e+00,7.319999933242797852e-01
-1.976585382885403197e+00,3.899999856948852539e-01
-1.972222059744375811e+00,3.869999945163726807e-01
-1.967858736603348424e+00,3.899999856948852539e-01
-1.963495413462321038e+00,7.429999709129333496e-01
-1.959132090321293651e+00,7.429999709129333496e-01
-1.954768767180266265e+00,7.360000014305114746e-01
-1.950405444039238878e+00,7.279999852180480957e-01
-1.946042120898211492e+00,7.279999852180480957e-01
-1.941678797757184105e+00,7.139999866485595703e-01
-1.937315474616156719e+00,7.059999704360961914e-01
-1.932952151475129332e+00,5.350000262260437012e-01
-1.928588828334101946e+00,5.299999713897705078e-01
-1.924225505193074559e+00,5.299999713897705078e-01
-1.919862182052047173e+00,5.239999890327453613e-01
